GENOME1	GENOME2	ANI(1->2)	ANI(2->1)	AF(1->2)	AF(2->1)
coassembly-bin.169.fna	POS2015-08-06-bin.51.fna	0	0	0	0
coassembly-bin.169.fna	POS2015-08-06-bin.53.fna	62.37	67.75	0.02	0.01
coassembly-bin.169.fna	POS2015-08-06-bin.55.fna	56.94	35.11	0.03	0.11
coassembly-bin.169.fna	POS2015-08-06-bin.59.fna	0	0	0	0
coassembly-bin.169.fna	POS2015-08-06-bin.60.fna	0	0	0	0
coassembly-bin.169.fna	POS2015-08-06-bin.62.fna	0	0	0	0
coassembly-bin.169.fna	POS2015-08-06-bin.65.fna	0	0	0	0
coassembly-bin.169.fna	POS2015-08-06-bin.66.fna	0	0	0	0
coassembly-bin.169.fna	POS2015-08-06-bin.67.fna	67.23	73.04	0.12	0.06
coassembly-bin.169.fna	POS2015-08-06-bin.69.fna	60.17	75.00	0.00	0.00
coassembly-bin.169.fna	POS2015-08-06-bin.72.fna	0	0	0	0
coassembly-bin.169.fna	POS2015-08-06-bin.80.fna	66.20	65.33	0.03	0.01
coassembly-bin.169.fna	POS2015-08-06-bin.81.fna	71.22	70.68	0.05	0.04
coassembly-bin.169.fna	POS2015-08-06-bin.82.fna	0	0	0	0
coassembly-bin.169.fna	POS2015-08-06-bin.84.fna	0	0	0	0
coassembly-bin.169.fna	POS2015-08-06-bin.9.fna	72.67	68.60	0.22	0.16
coassembly-bin.169.fna	POS2015-08-06-bin.92.fna	65.39	63.92	0.15	0.07
coassembly-bin.169.fna	POS2015-08-06-bin.94.fna	70.76	72.31	0.05	0.06
coassembly-bin.169.fna	POS2015-08-06-bin.99.fna	62.13	64.18	0.02	0.01
coassembly-bin.169.fna	coassembly-bin.1.fna	42.78	68.53	0.08	0.01
coassembly-bin.169.fna	coassembly-bin.102.fna	52.17	59.13	0.22	0.11
coassembly-bin.169.fna	coassembly-bin.103.fna	66.78	31.96	0.11	0.16
coassembly-bin.169.fna	coassembly-bin.109.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.111.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.112.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.118.fna	57.57	59.73	0.13	0.04
coassembly-bin.169.fna	coassembly-bin.13.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.130.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.132.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.133.fna	60.03	67.87	0.17	0.07
coassembly-bin.169.fna	coassembly-bin.134.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.146.fna	66.99	70.40	0.07	0.02
coassembly-bin.169.fna	coassembly-bin.149.fna	71.94	72.62	0.21	0.17
coassembly-bin.169.fna	coassembly-bin.15.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.150.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.151.fna	75.10	74.72	0.05	0.06
coassembly-bin.169.fna	coassembly-bin.156.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.158.fna	68.91	59.70	0.23	0.17
coassembly-bin.169.fna	coassembly-bin.166.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.168.fna	73.82	74.75	0.07	0.04
coassembly-bin.169.fna	coassembly-bin.17.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.171.fna	68.28	68.50	0.03	0.01
coassembly-bin.169.fna	coassembly-bin.172.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.177.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.178.fna	65.94	56.15	0.06	0.14
coassembly-bin.169.fna	coassembly-bin.18.fna	58.46	59.95	0.11	0.22
coassembly-bin.169.fna	coassembly-bin.180.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.181.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.182.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.183.fna	70.36	71.18	0.20	0.11
coassembly-bin.169.fna	coassembly-bin.184.fna	64.53	71.91	0.19	0.09
coassembly-bin.169.fna	coassembly-bin.185.fna	61.50	58.45	0.23	0.09
coassembly-bin.169.fna	coassembly-bin.191.fna	71.36	76.43	0.20	0.09
coassembly-bin.169.fna	coassembly-bin.194.fna	62.83	67.06	0.02	0.01
coassembly-bin.169.fna	coassembly-bin.195.fna	70.22	70.31	0.02	0.03
coassembly-bin.169.fna	coassembly-bin.197.fna	69.07	70.17	0.03	0.02
coassembly-bin.169.fna	coassembly-bin.200.fna	72.79	68.01	0.05	0.07
coassembly-bin.169.fna	coassembly-bin.29.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.3.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.30.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.34.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.35.fna	60.48	73.82	0.05	0.04
coassembly-bin.169.fna	coassembly-bin.37.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.38.fna	68.30	65.16	0.10	0.03
coassembly-bin.169.fna	coassembly-bin.39.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.4.fna	65.88	65.64	0.11	0.09
coassembly-bin.169.fna	coassembly-bin.47.fna	61.52	68.21	0.06	0.04
coassembly-bin.169.fna	coassembly-bin.49.fna	68.39	71.51	0.13	0.06
coassembly-bin.169.fna	coassembly-bin.50.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.51.fna	47.46	66.12	0.18	0.38
coassembly-bin.169.fna	coassembly-bin.55.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.58.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.61.fna	74.05	75.31	0.08	0.05
coassembly-bin.169.fna	coassembly-bin.62.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.65.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.67.fna	72.24	72.62	0.03	0.04
coassembly-bin.169.fna	coassembly-bin.7.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.71.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.76.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.77.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.78.fna	58.89	65.30	0.06	0.04
coassembly-bin.169.fna	coassembly-bin.81.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.85.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.86.fna	68.98	69.69	0.01	0.01
coassembly-bin.169.fna	coassembly-bin.87.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.88.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.89.fna	71.15	72.82	0.04	0.04
coassembly-bin.169.fna	coassembly-bin.91.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.93.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.94.fna	0	0	0	0
coassembly-bin.169.fna	coassembly-bin.95.fna	72.39	60.44	0.12	0.04
coassembly-bin.169.fna	coassembly-bin.97.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.100.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.104.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.105.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.107.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.109.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.112.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.113.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.115.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.116.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.12.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.14.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.22.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.35.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.36.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.38.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.41.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.42.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.43.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.45.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.46.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.48.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.49.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.51.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.54.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.55.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.58.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.59.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.6.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.60.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.72.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.74.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.77.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.78.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.79.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.8.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.83.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.91.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.92.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.93.fna	56.82	65.77	0.65	0.20
coassembly-bin.17.fna	POS2015-07-16-bin.94.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.97.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-16-bin.99.fna	69.11	70.93	0.17	0.02
coassembly-bin.17.fna	POS2015-07-24-bin.101.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.104.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.107.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.113.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.114.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.115.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.116.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.118.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.119.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.122.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.124.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.13.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.15.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.16.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.2.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.24.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.29.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.38.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.39.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.4.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.40.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.42.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.43.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.45.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.47.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.49.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.5.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.51.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.52.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.53.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.54.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.55.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.57.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.59.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.65.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.66.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.67.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.72.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.73.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.79.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.80.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.81.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.84.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.85.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.87.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.9.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.93.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.96.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-07-24-bin.97.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.1.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.10.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.100.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.102.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.103.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.104.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.105.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.111.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.112.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.114.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.122.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.128.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.129.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.16.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.20.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.22.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.23.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.24.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.28.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.33.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.34.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.42.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.49.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.5.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.51.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.53.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.59.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.60.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.62.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.65.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.66.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.67.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.69.fna	71.49	70.98	0.00	0.00
coassembly-bin.17.fna	POS2015-08-06-bin.72.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.80.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.81.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.82.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.84.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.9.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.92.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.94.fna	0	0	0	0
coassembly-bin.17.fna	POS2015-08-06-bin.99.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.1.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.102.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.103.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.109.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.111.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.112.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.118.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.13.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.130.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.132.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.133.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.134.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.146.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.149.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.15.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.150.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.151.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.156.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.158.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.166.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.168.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.171.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.172.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.177.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.178.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.18.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.180.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.181.fna	68.83	43.95	0.57	0.26
coassembly-bin.17.fna	coassembly-bin.183.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.184.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.185.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.191.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.194.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.195.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.197.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.200.fna	67.29	73.41	0.00	0.00
coassembly-bin.17.fna	coassembly-bin.29.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.3.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.30.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.34.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.35.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.37.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.38.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.39.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.4.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.47.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.49.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.50.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.51.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.55.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.58.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.61.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.62.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.65.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.67.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.71.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.76.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.77.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.78.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.81.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.85.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.86.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.87.fna	68.17	71.26	0.79	0.04
coassembly-bin.17.fna	coassembly-bin.88.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.89.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.91.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.93.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.94.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.95.fna	0	0	0	0
coassembly-bin.17.fna	coassembly-bin.97.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.100.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.105.fna	70.10	64.73	0.01	0.06
coassembly-bin.171.fna	POS2015-07-16-bin.107.fna	69.95	69.88	0.02	0.04
coassembly-bin.171.fna	POS2015-07-16-bin.109.fna	69.64	69.57	0.01	0.03
coassembly-bin.171.fna	POS2015-07-16-bin.112.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.113.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.115.fna	65.90	64.14	0.02	0.02
coassembly-bin.171.fna	POS2015-07-16-bin.116.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.12.fna	68.26	68.75	0.01	0.04
coassembly-bin.171.fna	POS2015-07-16-bin.14.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.22.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.36.fna	69.64	69.60	0.01	0.04
coassembly-bin.171.fna	POS2015-07-16-bin.38.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.41.fna	70.26	70.62	0.01	0.02
coassembly-bin.171.fna	POS2015-07-16-bin.42.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.43.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.45.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.46.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.48.fna	69.27	65.05	0.02	0.04
coassembly-bin.171.fna	POS2015-07-16-bin.49.fna	69.24	69.37	0.01	0.02
coassembly-bin.171.fna	POS2015-07-16-bin.51.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.54.fna	66.92	68.55	0.01	0.05
coassembly-bin.171.fna	POS2015-07-16-bin.55.fna	72.03	67.68	0.01	0.02
coassembly-bin.171.fna	POS2015-07-16-bin.6.fna	69.77	68.34	0.01	0.17
coassembly-bin.171.fna	POS2015-07-16-bin.60.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.72.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.74.fna	73.96	75.90	0.02	0.03
coassembly-bin.171.fna	POS2015-07-16-bin.77.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.78.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.79.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.8.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.83.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.91.fna	56.28	77.21	0.00	0.00
coassembly-bin.171.fna	POS2015-07-16-bin.92.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.93.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.94.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.97.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-16-bin.99.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.101.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.104.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.107.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.113.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.114.fna	60.97	77.27	0.00	0.00
coassembly-bin.171.fna	POS2015-07-24-bin.115.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.118.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.119.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.122.fna	68.01	68.55	0.02	0.03
coassembly-bin.171.fna	POS2015-07-24-bin.124.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.13.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.15.fna	69.42	69.29	0.02	0.03
coassembly-bin.171.fna	POS2015-07-24-bin.16.fna	69.72	69.96	0.02	0.02
coassembly-bin.171.fna	POS2015-07-24-bin.2.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.24.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.29.fna	66.99	63.87	0.03	0.05
coassembly-bin.171.fna	POS2015-07-24-bin.38.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.4.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.40.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.42.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.43.fna	52.83	68.29	0.02	0.02
coassembly-bin.171.fna	POS2015-07-24-bin.45.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.47.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.49.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.5.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.51.fna	67.92	53.91	0.02	0.07
coassembly-bin.171.fna	POS2015-07-24-bin.52.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.53.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.54.fna	69.95	69.13	0.01	0.02
coassembly-bin.171.fna	POS2015-07-24-bin.55.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.57.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.59.fna	67.78	68.14	0.01	0.02
coassembly-bin.171.fna	POS2015-07-24-bin.65.fna	0	0	0	0
coassembly-bin.171.fna	POS2015-07-24-bin.66.fna	0	0	0	0
